section	key	probe	lon	lat
REG	epsg:4767	3	0x1.6p6	0x1.4p2
REG	epsg:4767	4	0x1.88p6	0x1.4p2
REG	epsg:4768	0	0x1.8p6	0x0.0p0
REG	epsg:4768	1	0x1.6cp6	-0x1.4p2
REG	epsg:4768	2	0x1.94p6	-0x1.4p2
REG	epsg:4768	3	0x1.6cp6	0x1.4p2
REG	epsg:4768	4	0x1.94p6	0x1.4p2
REG	epsg:4769	0	0x1.8cp6	0x0.0p0
REG	epsg:4769	1	0x1.78p6	-0x1.4p2
REG	epsg:4769	2	0x1.ap6	-0x1.4p2
REG	epsg:4769	3	0x1.78p6	0x1.4p2
REG	epsg:4769	4	0x1.ap6	0x1.4p2
REG	epsg:4770	0	0x1.98p6	0x0.0p0
REG	epsg:4770	1	0x1.84p6	-0x1.4p2
REG	epsg:4770	2	0x1.acp6	-0x1.4p2
REG	epsg:4770	3	0x1.84p6	0x1.4p2
REG	epsg:4770	4	0x1.acp6	0x1.4p2
REG	epsg:4771	0	0x1.a4p6	0x0.0p0
REG	epsg:4771	1	0x1.9p6	-0x1.4p2
REG	epsg:4771	2	0x1.b8p6	-0x1.4p2
REG	epsg:4771	3	0x1.9p6	0x1.4p2
REG	epsg:4771	4	0x1.b8p6	0x1.4p2
REG	epsg:4772	0	0x1.bp6	0x0.0p0
REG	epsg:4772	1	0x1.9cp6	-0x1.4p2
REG	epsg:4772	2	0x1.c4p6	-0x1.4p2
REG	epsg:4772	3	0x1.9cp6	0x1.4p2
REG	epsg:4772	4	0x1.c4p6	0x1.4p2
REG	epsg:4773	0	0x1.bcp6	0x0.0p0
REG	epsg:4773	1	0x1.a8p6	-0x1.4p2
REG	epsg:4773	2	0x1.dp6	-0x1.4p2
REG	epsg:4773	3	0x1.a8p6	0x1.4p2
REG	epsg:4773	4	0x1.dp6	0x1.4p2
REG	epsg:4774	0	0x1.c8p6	0x0.0p0
REG	epsg:4774	1	0x1.b4p6	-0x1.4p2
REG	epsg:4774	2	0x1.dcp6	-0x1.4p2
REG	epsg:4774	3	0x1.b4p6	0x1.4p2
REG	epsg:4774	4	0x1.dcp6	0x1.4p2
REG	epsg:4775	0	0x1.d4p6	0x0.0p0
REG	epsg:4775	1	0x1.cp6	-0x1.4p2
REG	epsg:4775	2	0x1.e8p6	-0x1.4p2
REG	epsg:4775	3	0x1.cp6	0x1.4p2
REG	epsg:4775	4	0x1.e8p6	0x1.4p2
REG	epsg:4776	0	0x1.ep6	0x0.0p0
REG	epsg:4776	1	0x1.ccp6	-0x1.4p2
REG	epsg:4776	2	0x1.f4p6	-0x1.4p2
REG	epsg:4776	3	0x1.ccp6	0x1.4p2
REG	epsg:4776	4	0x1.f4p6	0x1.4p2
REG	epsg:4777	0	0x1.ecp6	0x0.0p0
REG	epsg:4777	1	0x1.d8p6	-0x1.4p2
REG	epsg:4777	2	0x1.0p7	-0x1.4p2
REG	epsg:4777	3	0x1.d8p6	0x1.4p2
REG	epsg:4777	4	0x1.0p7	0x1.4p2
REG	epsg:4778	0	0x1.f8p6	0x0.0p0
REG	epsg:4778	1	0x1.e4p6	-0x1.4p2
REG	epsg:4778	2	0x1.06p7	-0x1.4p2
REG	epsg:4778	3	0x1.e4p6	0x1.4p2
REG	epsg:4778	4	0x1.06p7	0x1.4p2
REG	epsg:4779	0	0x1.02p7	0x0.0p0
REG	epsg:4779	1	0x1.fp6	-0x1.4p2
REG	epsg:4779	2	0x1.0cp7	-0x1.4p2
REG	epsg:4779	3	0x1.fp6	0x1.4p2
REG	epsg:4779	4	0x1.0cp7	0x1.4p2
REG	epsg:4780	0	0x1.08p7	0x0.0p0
REG	epsg:4780	1	0x1.fcp6	-0x1.4p2
REG	epsg:4780	2	0x1.12p7	-0x1.4p2
REG	epsg:4780	3	0x1.fcp6	0x1.4p2
REG	epsg:4780	4	0x1.12p7	0x1.4p2
REG	epsg:4781	0	0x1.0ep7	0x0.0p0
REG	epsg:4781	1	0x1.04p7	-0x1.4p2
REG	epsg:4781	2	0x1.18p7	-0x1.4p2
REG	epsg:4781	3	0x1.04p7	0x1.4p2
REG	epsg:4781	4	0x1.18p7	0x1.4p2
REG	epsg:4782	0	0x1.2cp6	0x0.0p0
REG	epsg:4782	1	0x1.18p6	-0x1.4p2
REG	epsg:4782	2	0x1.4p6	-0x1.4p2
REG	epsg:4782	3	0x1.18p6	0x1.4p2
REG	epsg:4782	4	0x1.4p6	0x1.4p2
REG	epsg:4783	0	0x1.38p6	0x0.0p0
REG	epsg:4783	1	0x1.24p6	-0x1.4p2
REG	epsg:4783	2	0x1.4cp6	-0x1.4p2
REG	epsg:4783	3	0x1.24p6	0x1.4p2
REG	epsg:4783	4	0x1.4cp6	0x1.4p2
REG	epsg:4784	0	0x1.44p6	0x0.0p0
REG	epsg:4784	1	0x1.3p6	-0x1.4p2
REG	epsg:4784	2	0x1.58p6	-0x1.4p2
REG	epsg:4784	3	0x1.3p6	0x1.4p2
REG	epsg:4784	4	0x1.58p6	0x1.4p2
REG	epsg:4785	0	0x1.5p6	0x0.0p0
REG	epsg:4785	1	0x1.3cp6	-0x1.4p2
REG	epsg:4785	2	0x1.64p6	-0x1.4p2
REG	epsg:4785	3	0x1.3cp6	0x1.4p2
REG	epsg:4785	4	0x1.64p6	0x1.4p2
REG	epsg:4786	0	0x1.5cp6	0x0.0p0
REG	epsg:4786	1	0x1.48p6	-0x1.4p2
REG	epsg:4786	2	0x1.7p6	-0x1.4p2
REG	epsg:4786	3	0x1.48p6	0x1.4p2
REG	epsg:4786	4	0x1.7p6	0x1.4p2
REG	epsg:4787	0	0x1.68p6	0x0.0p0
REG	epsg:4787	1	0x1.54p6	-0x1.4p2
REG	epsg:4787	2	0x1.7cp6	-0x1.4p2
REG	epsg:4787	3	0x1.54p6	0x1.4p2
REG	epsg:4787	4	0x1.7cp6	0x1.4p2
REG	epsg:4788	0	0x1.74p6	0x0.0p0
REG	epsg:4788	1	0x1.6p6	-0x1.4p2
REG	epsg:4788	2	0x1.88p6	-0x1.4p2
REG	epsg:4788	3	0x1.6p6	0x1.4p2
REG	epsg:4788	4	0x1.88p6	0x1.4p2
REG	epsg:4789	0	0x1.8p6	0x0.0p0
REG	epsg:4789	1	0x1.6cp6	-0x1.4p2
REG	epsg:4789	2	0x1.94p6	-0x1.4p2
REG	epsg:4789	3	0x1.6cp6	0x1.4p2
REG	epsg:4789	4	0x1.94p6	0x1.4p2
REG	epsg:4790	0	0x1.8cp6	0x0.0p0
REG	epsg:4790	1	0x1.78p6	-0x1.4p2
REG	epsg:4790	2	0x1.ap6	-0x1.4p2
REG	epsg:4790	3	0x1.78p6	0x1.4p2
REG	epsg:4790	4	0x1.ap6	0x1.4p2
REG	epsg:4791	0	0x1.98p6	0x0.0p0
REG	epsg:4791	1	0x1.84p6	-0x1.4p2
REG	epsg:4791	2	0x1.acp6	-0x1.4p2
REG	epsg:4791	3	0x1.84p6	0x1.4p2
REG	epsg:4791	4	0x1.acp6	0x1.4p2
REG	epsg:4792	0	0x1.a4p6	0x0.0p0
REG	epsg:4792	1	0x1.9p6	-0x1.4p2
REG	epsg:4792	2	0x1.b8p6	-0x1.4p2
REG	epsg:4792	3	0x1.9p6	0x1.4p2
REG	epsg:4792	4	0x1.b8p6	0x1.4p2
REG	epsg:4793	0	0x1.bp6	0x0.0p0
REG	epsg:4793	1	0x1.9cp6	-0x1.4p2
REG	epsg:4793	2	0x1.c4p6	-0x1.4p2
REG	epsg:4793	3	0x1.9cp6	0x1.4p2
REG	epsg:4793	4	0x1.c4p6	0x1.4p2
REG	epsg:4794	0	0x1.bcp6	0x0.0p0
REG	epsg:4794	1	0x1.a8p6	-0x1.4p2
REG	epsg:4794	2	0x1.dp6	-0x1.4p2
REG	epsg:4794	3	0x1.a8p6	0x1.4p2
REG	epsg:4794	4	0x1.dp6	0x1.4p2
REG	epsg:4795	0	0x1.c8p6	0x0.0p0
REG	epsg:4795	1	0x1.b4p6	-0x1.4p2
REG	epsg:4795	2	0x1.dcp6	-0x1.4p2
REG	epsg:4795	3	0x1.b4p6	0x1.4p2
REG	epsg:4795	4	0x1.dcp6	0x1.4p2
REG	epsg:4796	0	0x1.d4p6	0x0.0p0
REG	epsg:4796	1	0x1.cp6	-0x1.4p2
REG	epsg:4796	2	0x1.e8p6	-0x1.4p2
REG	epsg:4796	3	0x1.cp6	0x1.4p2
REG	epsg:4796	4	0x1.e8p6	0x1.4p2
REG	epsg:4797	0	0x1.ep6	0x0.0p0
REG	epsg:4797	1	0x1.ccp6	-0x1.4p2
REG	epsg:4797	2	0x1.f4p6	-0x1.4p2
REG	epsg:4797	3	0x1.ccp6	0x1.4p2
REG	epsg:4797	4	0x1.f4p6	0x1.4p2
REG	epsg:4798	0	0x1.ecp6	0x0.0p0
REG	epsg:4798	1	0x1.d8p6	-0x1.4p2
REG	epsg:4798	2	0x1.0p7	-0x1.4p2
REG	epsg:4798	3	0x1.d8p6	0x1.4p2
REG	epsg:4798	4	0x1.0p7	0x1.4p2
REG	epsg:4799	0	0x1.f8p6	0x0.0p0
REG	epsg:4799	1	0x1.e4p6	-0x1.4p2
REG	epsg:4799	2	0x1.06p7	-0x1.4p2
REG	epsg:4799	3	0x1.e4p6	0x1.4p2
REG	epsg:4799	4	0x1.06p7	0x1.4p2
REG	epsg:4800	0	0x1.02p7	0x0.0p0
REG	epsg:4800	1	0x1.fp6	-0x1.4p2
REG	epsg:4800	2	0x1.0cp7	-0x1.4p2
REG	epsg:4800	3	0x1.fp6	0x1.4p2
REG	epsg:4800	4	0x1.0cp7	0x1.4p2
REG	epsg:4801	0	0x0.0p0	0x0.0p0
REG	epsg:4801	1	-0x1.4p2	-0x1.4p2
REG	epsg:4801	2	0x1.4p2	-0x1.4p2
REG	epsg:4801	3	-0x1.4p2	0x1.4p2
REG	epsg:4801	4	0x1.4p2	0x1.4p2
REG	epsg:4802	0	0x0.0p0	0x0.0p0
REG	epsg:4802	1	-0x1.4p2	-0x1.4p2
REG	epsg:4802	2	0x1.4p2	-0x1.4p2
REG	epsg:4802	3	-0x1.4p2	0x1.4p2
REG	epsg:4802	4	0x1.4p2	0x1.4p2
REG	epsg:4803	0	0x0.0p0	0x0.0p0
REG	epsg:4803	1	-0x1.4p2	-0x1.4p2
REG	epsg:4803	2	0x1.4p2	-0x1.4p2
REG	epsg:4803	3	-0x1.4p2	0x1.4p2
REG	epsg:4803	4	0x1.4p2	0x1.4p2
REG	epsg:4804	0	0x0.0p0	0x0.0p0
REG	epsg:4804	1	-0x1.4p2	-0x1.4p2
REG	epsg:4804	2	0x1.4p2	-0x1.4p2
REG	epsg:4804	3	-0x1.4p2	0x1.4p2
REG	epsg:4804	4	0x1.4p2	0x1.4p2
REG	epsg:4805	0	0x0.0p0	0x0.0p0
REG	epsg:4805	1	-0x1.4p2	-0x1.4p2
REG	epsg:4805	2	0x1.4p2	-0x1.4p2
REG	epsg:4805	3	-0x1.4p2	0x1.4p2
REG	epsg:4805	4	0x1.4p2	0x1.4p2
REG	epsg:4806	0	0x0.0p0	0x0.0p0
REG	epsg:4806	1	-0x1.4p2	-0x1.4p2
REG	epsg:4806	2	0x1.4p2	-0x1.4p2
REG	epsg:4806	3	-0x1.4p2	0x1.4p2
REG	epsg:4806	4	0x1.4p2	0x1.4p2
REG	epsg:4807	0	0x0.0p0	0x0.0p0
REG	epsg:4807	1	-0x1.4p2	-0x1.4p2
REG	epsg:4807	2	0x1.4p2	-0x1.4p2
REG	epsg:4807	3	-0x1.4p2	0x1.4p2
REG	epsg:4807	4	0x1.4p2	0x1.4p2
REG	epsg:4808	0	0x0.0p0	0x0.0p0
REG	epsg:4808	1	-0x1.4p2	-0x1.4p2
REG	epsg:4808	2	0x1.4p2	-0x1.4p2
REG	epsg:4808	3	-0x1.4p2	0x1.4p2
REG	epsg:4808	4	0x1.4p2	0x1.4p2
REG	epsg:4809	0	0x0.0p0	0x0.0p0
REG	epsg:4809	1	-0x1.4p2	-0x1.4p2
REG	epsg:4809	2	0x1.4p2	-0x1.4p2
REG	epsg:4809	3	-0x1.4p2	0x1.4p2
REG	epsg:4809	4	0x1.4p2	0x1.4p2
REG	epsg:4810	0	0x0.0p0	0x0.0p0
REG	epsg:4810	1	-0x1.4p2	-0x1.4p2
REG	epsg:4810	2	0x1.4p2	-0x1.4p2
REG	epsg:4810	3	-0x1.4p2	0x1.4p2
REG	epsg:4810	4	0x1.4p2	0x1.4p2
REG	epsg:4811	0	0x0.0p0	0x0.0p0
REG	epsg:4811	1	-0x1.4p2	-0x1.4p2
REG	epsg:4811	2	0x1.4p2	-0x1.4p2
REG	epsg:4811	3	-0x1.4p2	0x1.4p2
REG	epsg:4811	4	0x1.4p2	0x1.4p2
REG	epsg:4812	0	0x1.08p7	0x0.0p0
REG	epsg:4812	1	0x1.fcp6	-0x1.4p2
REG	epsg:4812	2	0x1.12p7	-0x1.4p2
REG	epsg:4812	3	0x1.fcp6	0x1.4p2
REG	epsg:4812	4	0x1.12p7	0x1.4p2
REG	epsg:4813	0	0x0.0p0	0x0.0p0
REG	epsg:4813	1	-0x1.4p2	-0x1.4p2
REG	epsg:4813	2	0x1.4p2	-0x1.4p2
REG	epsg:4813	3	-0x1.4p2	0x1.4p2
REG	epsg:4813	4	0x1.4p2	0x1.4p2
REG	epsg:4814	0	0x0.0p0	0x0.0p0
REG	epsg:4814	1	-0x1.4p2	-0x1.4p2
REG	epsg:4814	2	0x1.4p2	-0x1.4p2
REG	epsg:4814	3	-0x1.4p2	0x1.4p2
REG	epsg:4814	4	0x1.4p2	0x1.4p2
REG	epsg:4815	0	0x0.0p0	0x0.0p0
REG	epsg:4815	1	-0x1.4p2	-0x1.4p2
REG	epsg:4815	2	0x1.4p2	-0x1.4p2
REG	epsg:4815	3	-0x1.4p2	0x1.4p2
REG	epsg:4815	4	0x1.4p2	0x1.4p2
REG	epsg:4816	0	0x0.0p0	0x0.0p0
REG	epsg:4816	1	-0x1.4p2	-0x1.4p2
REG	epsg:4816	2	0x1.4p2	-0x1.4p2
REG	epsg:4816	3	-0x1.4p2	0x1.4p2
REG	epsg:4816	4	0x1.4p2	0x1.4p2
REG	epsg:4817	0	0x0.0p0	0x0.0p0
REG	epsg:4817	1	-0x1.4p2	-0x1.4p2
REG	epsg:4817	2	0x1.4p2	-0x1.4p2
REG	epsg:4817	3	-0x1.4p2	0x1.4p2
REG	epsg:4817	4	0x1.4p2	0x1.4p2
REG	epsg:4818	0	0x0.0p0	0x0.0p0
REG	epsg:4818	1	-0x1.4p2	-0x1.4p2
REG	epsg:4818	2	0x1.4p2	-0x1.4p2
REG	epsg:4818	3	-0x1.4p2	0x1.4p2
REG	epsg:4818	4	0x1.4p2	0x1.4p2
REG	epsg:4819	0	0x0.0p0	0x0.0p0
REG	epsg:4819	1	-0x1.4p2	-0x1.4p2
REG	epsg:4819	2	0x1.4p2	-0x1.4p2
REG	epsg:4819	3	-0x1.4p2	0x1.4p2
REG	epsg:4819	4	0x1.4p2	0x1.4p2
REG	epsg:4820	0	0x0.0p0	0x0.0p0
REG	epsg:4820	1	-0x1.4p2	-0x1.4p2
REG	epsg:4820	2	0x1.4p2	-0x1.4p2
REG	epsg:4820	3	-0x1.4p2	0x1.4p2
REG	epsg:4820	4	0x1.4p2	0x1.4p2
REG	epsg:4821	0	0x0.0p0	0x0.0p0
REG	epsg:4821	1	-0x1.4p2	-0x1.4p2
REG	epsg:4821	2	0x1.4p2	-0x1.4p2
REG	epsg:4821	3	-0x1.4p2	0x1.4p2
REG	epsg:4821	4	0x1.4p2	0x1.4p2
REG	epsg:4822	0	0x1.0ep7	0x0.0p0
REG	epsg:4822	1	0x1.04p7	-0x1.4p2
REG	epsg:4822	2	0x1.18p7	-0x1.4p2
REG	epsg:4822	3	0x1.04p7	0x1.4p2
REG	epsg:4822	4	0x1.18p7	0x1.4p2
REG	epsg:4823	0	0x0.0p0	0x0.0p0
REG	epsg:4823	1	-0x1.4p2	-0x1.4p2
REG	epsg:4823	2	0x1.4p2	-0x1.4p2
REG	epsg:4823	3	-0x1.4p2	0x1.4p2
REG	epsg:4823	4	0x1.4p2	0x1.4p2
REG	epsg:4824	0	0x0.0p0	0x0.0p0
REG	epsg:4824	1	-0x1.4p2	-0x1.4p2
REG	epsg:4824	2	0x1.4p2	-0x1.4p2
REG	epsg:4824	3	-0x1.4p2	0x1.4p2
REG	epsg:4824	4	0x1.4p2	0x1.4p2
REG	epsg:4826	0	-0x1.8p4	0x1.faaaaaaaaaaacp3
REG	epsg:4826	1	-0x1.9bb7e386767d9p4	0x1.c555555555554p3
REG	epsg:4826	2	-0x1.64481c7989827p4	0x1.c555555555554p3
REG	epsg:4826	3	-0x1.9bb7e386767d9p4	0x1.1800000000002p4
REG	epsg:4826	4	-0x1.64481c7989827p4	0x1.1800000000002p4
REG	epsg:4839	0	0x1.5p3	0x1.9955555555554p5
REG	epsg:4839	1	0x1.435bfb6f51ccp1	0x1.7155555555554p5
REG	epsg:4839	2	0x1.2794809215c68p4	0x1.7155555555554p5
REG	epsg:4839	3	0x1.435bfb6f51ccp1	0x1.c155555555554p5
REG	epsg:4839	4	0x1.2794809215c68p4	0x1.c155555555554p5
REG	epsg:4855	0	0x1.6p2	0x0.0p0
REG	epsg:4855	1	0x1.0p-1	-0x1.4p2
REG	epsg:4855	2	0x1.5p3	-0x1.4p2
REG	epsg:4855	3	0x1.0p-1	0x1.4p2
REG	epsg:4855	4	0x1.5p3	0x1.4p2
REG	epsg:4856	0	0x1.ap2	0x0.0p0
REG	epsg:4856	1	0x1.8p0	-0x1.4p2
REG	epsg:4856	2	0x1.7p3	-0x1.4p2
REG	epsg:4856	3	0x1.8p0	0x1.4p2
REG	epsg:4856	4	0x1.7p3	0x1.4p2
REG	epsg:4857	0	0x1.ep2	0x0.0p0
REG	epsg:4857	1	0x1.4p1	-0x1.4p2
REG	epsg:4857	2	0x1.9p3	-0x1.4p2
REG	epsg:4857	3	0x1.4p1	0x1.4p2
REG	epsg:4857	4	0x1.9p3	0x1.4p2
REG	epsg:4858	0	0x1.1p3	0x0.0p0
REG	epsg:4858	1	0x1.cp1	-0x1.4p2
REG	epsg:4858	2	0x1.bp3	-0x1.4p2
REG	epsg:4858	3	0x1.cp1	0x1.4p2
REG	epsg:4858	4	0x1.bp3	0x1.4p2
REG	epsg:4859	0	0x1.3p3	0x0.0p0
REG	epsg:4859	1	0x1.2p2	-0x1.4p2
REG	epsg:4859	2	0x1.dp3	-0x1.4p2
REG	epsg:4859	3	0x1.2p2	0x1.4p2
REG	epsg:4859	4	0x1.dp3	0x1.4p2
REG	epsg:4860	0	0x1.5p3	0x0.0p0
REG	epsg:4860	1	0x1.6p2	-0x1.4p2
REG	epsg:4860	2	0x1.fp3	-0x1.4p2
REG	epsg:4860	3	0x1.6p2	0x1.4p2
REG	epsg:4860	4	0x1.fp3	0x1.4p2
REG	epsg:4861	0	0x1.7p3	0x0.0p0
REG	epsg:4861	1	0x1.ap2	-0x1.4p2
REG	epsg:4861	2	0x1.08p4	-0x1.4p2
REG	epsg:4861	3	0x1.ap2	0x1.4p2
REG	epsg:4861	4	0x1.08p4	0x1.4p2
REG	epsg:4862	0	0x1.9p3	0x0.0p0
REG	epsg:4862	1	0x1.ep2	-0x1.4p2
REG	epsg:4862	2	0x1.18p4	-0x1.4p2
REG	epsg:4862	3	0x1.ep2	0x1.4p2
REG	epsg:4862	4	0x1.18p4	0x1.4p2
REG	epsg:4863	0	0x1.bp3	0x0.0p0
REG	epsg:4863	1	0x1.1p3	-0x1.4p2
REG	epsg:4863	2	0x1.28p4	-0x1.4p2
REG	epsg:4863	3	0x1.1p3	0x1.4p2
REG	epsg:4863	4	0x1.28p4	0x1.4p2
REG	epsg:4864	0	0x1.dp3	0x0.0p0
REG	epsg:4864	1	0x1.3p3	-0x1.4p2
REG	epsg:4864	2	0x1.38p4	-0x1.4p2
REG	epsg:4864	3	0x1.3p3	0x1.4p2
REG	epsg:4864	4	0x1.38p4	0x1.4p2
REG	epsg:4865	0	0x1.fp3	0x0.0p0
REG	epsg:4865	1	0x1.5p3	-0x1.4p2
REG	epsg:4865	2	0x1.48p4	-0x1.4p2
REG	epsg:4865	3	0x1.5p3	0x1.4p2
REG	epsg:4865	4	0x1.48p4	0x1.4p2
REG	epsg:4866	0	0x1.08p4	0x0.0p0
REG	epsg:4866	1	0x1.7p3	-0x1.4p2
REG	epsg:4866	2	0x1.58p4	-0x1.4p2
REG	epsg:4866	3	0x1.7p3	0x1.4p2
REG	epsg:4866	4	0x1.58p4	0x1.4p2
REG	epsg:4867	0	0x1.18p4	0x0.0p0
REG	epsg:4867	1	0x1.9p3	-0x1.4p2
REG	epsg:4867	2	0x1.68p4	-0x1.4p2
REG	epsg:4867	3	0x1.9p3	0x1.4p2
REG	epsg:4867	4	0x1.68p4	0x1.4p2
REG	epsg:4868	0	0x1.28p4	0x0.0p0
REG	epsg:4868	1	0x1.bp3	-0x1.4p2
REG	epsg:4868	2	0x1.78p4	-0x1.4p2
REG	epsg:4868	3	0x1.bp3	0x1.4p2
REG	epsg:4868	4	0x1.78p4	0x1.4p2
REG	epsg:4869	0	0x1.38p4	0x0.0p0
REG	epsg:4869	1	0x1.dp3	-0x1.4p2
REG	epsg:4869	2	0x1.88p4	-0x1.4p2
REG	epsg:4869	3	0x1.dp3	0x1.4p2
REG	epsg:4869	4	0x1.88p4	0x1.4p2
REG	epsg:4870	0	0x1.48p4	0x0.0p0
REG	epsg:4870	1	0x1.fp3	-0x1.4p2
REG	epsg:4870	2	0x1.98p4	-0x1.4p2
REG	epsg:4870	3	0x1.fp3	0x1.4p2
REG	epsg:4870	4	0x1.98p4	0x1.4p2
REG	epsg:4871	0	0x1.58p4	0x0.0p0
REG	epsg:4871	1	0x1.08p4	-0x1.4p2
REG	epsg:4871	2	0x1.a8p4	-0x1.4p2
REG	epsg:4871	3	0x1.08p4	0x1.4p2
REG	epsg:4871	4	0x1.a8p4	0x1.4p2
REG	epsg:4872	0	0x1.68p4	0x0.0p0
REG	epsg:4872	1	0x1.18p4	-0x1.4p2
REG	epsg:4872	2	0x1.b8p4	-0x1.4p2
REG	epsg:4872	3	0x1.18p4	0x1.4p2
REG	epsg:4872	4	0x1.b8p4	0x1.4p2
REG	epsg:4873	0	0x1.78p4	0x0.0p0
REG	epsg:4873	1	0x1.28p4	-0x1.4p2
REG	epsg:4873	2	0x1.c8p4	-0x1.4p2
REG	epsg:4873	3	0x1.28p4	0x1.4p2
REG	epsg:4873	4	0x1.c8p4	0x1.4p2
REG	epsg:4874	0	0x1.88p4	0x0.0p0
REG	epsg:4874	1	0x1.38p4	-0x1.4p2
REG	epsg:4874	2	0x1.d8p4	-0x1.4p2
REG	epsg:4874	3	0x1.38p4	0x1.4p2
REG	epsg:4874	4	0x1.d8p4	0x1.4p2
REG	epsg:4875	0	0x1.98p4	0x0.0p0
REG	epsg:4875	1	0x1.48p4	-0x1.4p2
REG	epsg:4875	2	0x1.e8p4	-0x1.4p2
REG	epsg:4875	3	0x1.48p4	0x1.4p2
REG	epsg:4875	4	0x1.e8p4	0x1.4p2
REG	epsg:4876	0	0x1.a8p4	0x0.0p0
REG	epsg:4876	1	0x1.58p4	-0x1.4p2
REG	epsg:4876	2	0x1.f8p4	-0x1.4p2
REG	epsg:4876	3	0x1.58p4	0x1.4p2
REG	epsg:4876	4	0x1.f8p4	0x1.4p2
REG	epsg:4877	0	0x1.b8p4	0x0.0p0
REG	epsg:4877	1	0x1.68p4	-0x1.4p2
REG	epsg:4877	2	0x1.04p5	-0x1.4p2
REG	epsg:4877	3	0x1.68p4	0x1.4p2
REG	epsg:4877	4	0x1.04p5	0x1.4p2
REG	epsg:4878	0	0x1.c8p4	0x0.0p0
REG	epsg:4878	1	0x1.78p4	-0x1.4p2
REG	epsg:4878	2	0x1.0cp5	-0x1.4p2
REG	epsg:4878	3	0x1.78p4	0x1.4p2
REG	epsg:4878	4	0x1.0cp5	0x1.4p2
REG	epsg:4879	0	0x1.d8p4	0x0.0p0
REG	epsg:4879	1	0x1.88p4	-0x1.4p2
REG	epsg:4879	2	0x1.14p5	-0x1.4p2
REG	epsg:4879	3	0x1.88p4	0x1.4p2
REG	epsg:4879	4	0x1.14p5	0x1.4p2
REG	epsg:4880	0	0x1.e8p4	0x0.0p0
REG	epsg:4880	1	0x1.98p4	-0x1.4p2
REG	epsg:4880	2	0x1.1cp5	-0x1.4p2
REG	epsg:4880	3	0x1.98p4	0x1.4p2
REG	epsg:4880	4	0x1.1cp5	0x1.4p2
REG	epsg:4882	0	0x0.0p0	0x0.0p0
REG	epsg:4882	1	-0x1.4p2	-0x1.4p2
REG	epsg:4882	2	0x1.4p2	-0x1.4p2
REG	epsg:4882	3	-0x1.4p2	0x1.4p2
REG	epsg:4882	4	0x1.4p2	0x1.4p2
REG	epsg:4884	0	0x0.0p0	0x0.0p0
REG	epsg:4884	1	-0x1.4p2	-0x1.4p2
REG	epsg:4884	2	0x1.4p2	-0x1.4p2
REG	epsg:4884	3	-0x1.4p2	0x1.4p2
REG	epsg:4884	4	0x1.4p2	0x1.4p2
REG	epsg:4886	0	0x0.0p0	0x0.0p0
REG	epsg:4886	1	-0x1.4p2	-0x1.4p2
REG	epsg:4886	2	0x1.4p2	-0x1.4p2
REG	epsg:4886	3	-0x1.4p2	0x1.4p2
REG	epsg:4886	4	0x1.4p2	0x1.4p2
REG	epsg:4888	0	0x0.0p0	0x0.0p0
REG	epsg:4888	1	-0x1.4p2	-0x1.4p2
REG	epsg:4888	2	0x1.4p2	-0x1.4p2
REG	epsg:4888	3	-0x1.4p2	0x1.4p2
REG	epsg:4888	4	0x1.4p2	0x1.4p2
REG	epsg:4890	0	0x0.0p0	0x0.0p0
REG	epsg:4890	1	-0x1.4p2	-0x1.4p2
REG	epsg:4890	2	0x1.4p2	-0x1.4p2
REG	epsg:4890	3	-0x1.4p2	0x1.4p2
REG	epsg:4890	4	0x1.4p2	0x1.4p2
REG	epsg:4892	0	0x0.0p0	0x0.0p0
REG	epsg:4892	1	-0x1.4p2	-0x1.4p2
REG	epsg:4892	2	0x1.4p2	-0x1.4p2
REG	epsg:4892	3	-0x1.4p2	0x1.4p2
REG	epsg:4892	4	0x1.4p2	0x1.4p2
REG	epsg:4894	0	0x0.0p0	0x0.0p0
REG	epsg:4894	1	-0x1.4p2	-0x1.4p2
REG	epsg:4894	2	0x1.4p2	-0x1.4p2
REG	epsg:4894	3	-0x1.4p2	0x1.4p2
REG	epsg:4894	4	0x1.4p2	0x1.4p2
REG	epsg:4896	0	0x0.0p0	0x0.0p0
REG	epsg:4896	1	-0x1.4p2	-0x1.4p2
REG	epsg:4896	2	0x1.4p2	-0x1.4p2
REG	epsg:4896	3	-0x1.4p2	0x1.4p2
REG	epsg:4896	4	0x1.4p2	0x1.4p2
REG	epsg:4897	0	0x0.0p0	0x0.0p0
REG	epsg:4897	1	-0x1.4p2	-0x1.4p2
REG	epsg:4897	2	0x1.4p2	-0x1.4p2
REG	epsg:4897	3	-0x1.4p2	0x1.4p2
REG	epsg:4897	4	0x1.4p2	0x1.4p2
REG	epsg:4899	0	0x0.0p0	0x0.0p0
REG	epsg:4899	1	-0x1.4p2	-0x1.4p2
REG	epsg:4899	2	0x1.4p2	-0x1.4p2
REG	epsg:4899	3	-0x1.4p2	0x1.4p2
REG	epsg:4899	4	0x1.4p2	0x1.4p2
REG	epsg:4901	0	0x0.0p0	0x0.0p0
REG	epsg:4901	1	-0x1.4p2	-0x1.4p2
REG	epsg:4901	2	0x1.4p2	-0x1.4p2
REG	epsg:4901	3	-0x1.4p2	0x1.4p2
REG	epsg:4901	4	0x1.4p2	0x1.4p2
REG	epsg:4902	0	0x0.0p0	0x0.0p0
